Code,Disease_Name,Symptoms,Search_Quality,Core_Terms
SR8Y,excretory products derangement patterns,"Excretion is elimination of metabolic waste, which is an essential process in all organisms. In vertebrates, this is primarily carried out by the lungs, kidneys, and skin. (Source: Excretion)",Wikipedia match,"excretory, products"
SR8Z,"Excretory products derangement patterns (TM2),","Excretion is elimination of metabolic waste, which is an essential process in all organisms. In vertebrates, this is primarily carried out by the lungs, kidneys, and skin. (Source: Excretion)",Wikipedia match,"excretory, products"
,Power derangement and chronic accumulation patterns,"In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
,Digestive fire based patterns,"Gastrointestinal diseases refer to diseases involving the gastrointestinal tract, namely the esophagus, stomach, small intestine, large intestine and rectum; and the accessory organs of digestion, the liver, gallbladder, and pancreas. (Source: Gastrointestinal disease)",Wikipedia match,"digestive, fire"
SS10,Derangement of digestive power pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, digestive"
SS11,Irregular digestive power pattern,PubMed findings: Solitary Fibrous Tumor of the Stomach: Diagnostic Pitfalls and Clinical Implications.,PubMed match,"irregular, digestive"
SS12,Elevated digestive power pattern,"An elevated railway or elevated train is a railway with the tracks above street level on a viaduct or other elevated structure. The railway may be a broad-gauge, standard-gauge or narrow-gauge railway, light rail, monorail, or a suspension railway. (Source: Elevated railway)",Wikipedia match,"elevated, digestive"
SS13,Subdued digestive power pattern,"Subdued is a 2017 Iranian romantic drama film directed by Hamid Nematollah and written by Masoumeh Bayat. The film stars Leila Hatami, Koroush Tahami, Elham Korda, and Leila Moosavi. (Source: Subdued)",Wikipedia match,"subdued, digestive"
SS14,Highly elevated digestive power pattern,"An elevated railway or elevated train is a railway with the tracks above street level on a viaduct or other elevated structure. The railway may be a broad-gauge, standard-gauge or narrow-gauge railway, light rail, monorail, or a suspension railway. (Source: Elevated railway)",Wikipedia match,"highly, elevated"
SS15,"State of incomplete digestion, transformation or metabolism pattern",PubMed findings: Effect of plasma nesfatin-1 level on clinical and quality of life in patients with fibromyalgia syndrome.,PubMed match,"state, incomplete"
SS16,Natural digestive fire pattern,"Nature is an inherent character or constitution, particularly of the ecosphere or the universe as a whole. In this general sense nature refers to the laws, elements and phenomena of the physical world, including life. (Source: Nature)",Wikipedia match,"natural, digestive"
SS17,Strong digestive fire pattern,No reliable medical information found from available sources,No match,"strong, digestive"
SS18,Toxic digestive fire pattern,"Toxicity is the degree to which a chemical substance or a particular mixture of substances can damage an organism. Toxicity can refer to the effect on a whole organism, such as an animal, bacterium, or plant, as well as the effect on a substructure of the organism, such as a cell (cytotoxicity) or an organ such as the liver (hepatotoxicity). (Source: Toxicity)",Wikipedia match,"toxic, digestive"
SS19,Weak digestive fire pattern,PubMed findings: Sarcopenia: current state of knowledge and its implications in orthopaedics and traumatology for enhanced clinical strategies and patient outcomes.,PubMed match,"weak, digestive"
SS1Y,digestive fire based patterns,"Gastrointestinal diseases refer to diseases involving the gastrointestinal tract, namely the esophagus, stomach, small intestine, large intestine and rectum; and the accessory organs of digestion, the liver, gallbladder, and pancreas. (Source: Gastrointestinal disease)",Wikipedia match,"digestive, fire"
SS1Z,"Digestive fire based patterns (TM2),","Gastrointestinal diseases refer to diseases involving the gastrointestinal tract, namely the esophagus, stomach, small intestine, large intestine and rectum; and the accessory organs of digestion, the liver, gallbladder, and pancreas. (Source: Gastrointestinal disease)",Wikipedia match,"digestive, fire"
,Chronic accumulation patterns,A chronic condition is a health condition or disease that is persistent or otherwise long-lasting in its effects or a disease that comes with time. The term chronic is often applied when the course of the disease lasts for more than three months. (Source: Chronic condition),Wikipedia match,"chronic, accumulation"
SS20,Suppression of breath pattern,"Breathing is the rhythmic process of moving air into (inhalation) and out of (exhalation) the lungs to enable gas exchange with the internal environment, primarily to remove carbon dioxide and take in oxygen. (Source: Breathing)",Wikipedia match,"suppression, breath"
SS21,Suppression of yawning pattern,"A yawn is a reflex in vertebrate animals characterized by a long inspiratory phase with gradual mouth gaping, followed by a brief climax with muscle stretching, and a rapid expiratory phase with muscle relaxation, which typically lasts a few seconds. Almost all vertebrate animals, including mammals, birds, reptiles, amphibians, and even fish, experience yawning. (Source: Yawn)",Wikipedia match,"suppression, yawning"
SS22,Suppression of hunger and thirst together pattern,"In the field of hunger relief, the term hunger is used in a sense that goes beyond the common desire for food that all humans experience, also known as an appetite. (Source: Hunger)",Wikipedia match,"suppression, hunger"
SS23,Suppression of semen pattern,"Semen, also known as seminal fluid, is a bodily fluid that contains spermatozoa which is secreted by the male gonads and other sexual organs of male or hermaphroditic animals. In humans and placental mammals, seminal fluid is ejaculated through the penis and contains proteolytic and other enzymes as well as fructose, which promote the survival of spermatozoa and provide a medium through which they can move or ""swim"" from the vagina into the uterus to fertilize the female ovum and form a zygote. (Source: Semen)",Wikipedia match,"suppression, semen"
SS24,Suppression of cough pattern,"A cough is a sudden expulsion of air through the large breathing passages which can help clear them of fluids, irritants, foreign particles and microbes. As a protective reflex, coughing can be repetitive with the cough reflex following three phases: an inhalation, a forced exhalation against a closed glottis, and a violent release of air from the lungs following opening of the glottis, usually accompanied by a distinctive sound. (Source: Cough)",Wikipedia match,"suppression, cough"
SS25,Suppression of micturition pattern,"Urination is the release of urine from the bladder through the urethra in placental mammals, or through the cloaca in other vertebrates. It is the urinary system's form of excretion. (Source: Urination)",Wikipedia match,"suppression, micturition"
SS26,Suppression of sleep pattern,"Sleep is a state of reduced mental and physical activity in which consciousness is altered and certain sensory activity is inhibited. During sleep, there is a marked decrease in muscle activity and interactions with the surrounding environment. (Source: Sleep)",Wikipedia match,"suppression, sleep"
SS27,Suppression of sneeze pattern,"A sneeze is a semi-autonomous, convulsive expulsion of air from the lungs through the nose and mouth, usually caused by foreign particles irritating the nasal mucosa. A sneeze expels air forcibly from the mouth and nose in an explosive, spasmodic involuntary action. (Source: Sneeze)",Wikipedia match,"suppression, sneeze"
SS28,Suppression of tears pattern,"The different types of tears—basal, reflex, and emotional—vary significantly in composition. (Source: Tears)",Wikipedia match,"suppression, tears"
SS29,Suppression of vomiting pattern,Vomiting is the forceful expulsion of the contents of one's stomach through the mouth and sometimes the nose. (Source: Vomiting),Wikipedia match,"suppression, vomiting"
SS2A,Suppression of stool pattern,No reliable medical information found from available sources,No match,"suppression, stool"
SS2B,Supression of exertional hyperpnea pattern,PubMed findings: Genotypic and phenotypic features in Turkish patients with classic nonketotic hyperglycinemia.,PubMed match,"supression, exertional"
SS2C,Suppression of hunger pattern,"In the field of hunger relief, the term hunger is used in a sense that goes beyond the common desire for food that all humans experience, also known as an appetite. (Source: Hunger)",Wikipedia match,"suppression, hunger"
SS2D,Suppression of thirst pattern,"If the water volume of the body falls below a certain threshold or the osmolite concentration becomes too high, structures in the brain detect changes in blood constituents and signal thirst. (Source: Thirst)",Wikipedia match,"suppression, thirst"
SS2E,Suppression of flatus pattern,"Flatulence is the expulsion of gas from the intestines via the anus, commonly referred to as farting. ""Flatus"" is the medical word for gas generated in the stomach or bowels. (Source: Flatulence)",Wikipedia match,"suppression, flatus"
SS2F,Pattern of humour accumulated with air,"A pattern is a regularity in the world, in human-made design, or in abstract ideas. There exists countless kinds of unclassified patterns, present in everyday nature, fashion, many artistic areas, as well as a connection with mathematics. A geometric pattern is a type of pattern formed of repeating geometric shapes and typically repeated like a wallpaper design. (Source: Pattern)",Wikipedia match,"pattern, humour"
SS2G,Pattern of humour accumulated with excess cold,"A pattern is a regularity in the world, in human-made design, or in abstract ideas. There exists countless kinds of unclassified patterns, present in everyday nature, fashion, many artistic areas, as well as a connection with mathematics. A geometric pattern is a type of pattern formed of repeating geometric shapes and typically repeated like a wallpaper design. (Source: Pattern)",Wikipedia match,"pattern, humour"
SS2H,Pattern of humour accumulated with excess heat,"A pattern is a regularity in the world, in human-made design, or in abstract ideas. There exists countless kinds of unclassified patterns, present in everyday nature, fashion, many artistic areas, as well as a connection with mathematics. A geometric pattern is a type of pattern formed of repeating geometric shapes and typically repeated like a wallpaper design. (Source: Pattern)",Wikipedia match,"pattern, humour"
SS2Y,chronic accumulation patterns,A chronic condition is a health condition or disease that is persistent or otherwise long-lasting in its effects or a disease that comes with time. The term chronic is often applied when the course of the disease lasts for more than three months. (Source: Chronic condition),Wikipedia match,"chronic, accumulation"
SS2Z,"Chronic accumulation patterns (TM2),",A chronic condition is a health condition or disease that is persistent or otherwise long-lasting in its effects or a disease that comes with time. The term chronic is often applied when the course of the disease lasts for more than three months. (Source: Chronic condition),Wikipedia match,"chronic, accumulation"
,Power derangement patterns,"In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
SS30,Physical faculties derangement pattern,"Physical disorder, as a medical term, is poorly defined, and typically used in contrast to a mental disorder or a genetic disorder. The term mental disorder is heavily used in psychiatric medicine, and is defined in some psychiatric medicine texts, most notably the Diagnostic and Statistical Manual of Mental Disorders (DSM). (Source: Physical disorder)",Wikipedia match,"physical, faculties"
SS31,Nutritive faculty derangement pattern,Nutrition is the biochemical and physiological process by which an organism uses food and water to support its life. The intake of these substances provides organisms with nutrients which can be metabolized to create energy and chemical structures; too much or too little of an essential nutrient can cause malnutrition. (Source: Nutrition),Wikipedia match,"nutritive, faculty"
SS32,Collecting faculty derangement pattern,"The hobby of collecting includes seeking, locating, acquiring, organizing, cataloging, displaying, storing, and maintaining items that are of interest to an individual collector. Collections differ in a wide variety of respects, most obviously in the nature and scope of the objects contained, but also in purpose, presentation, and so forth. (Source: Collecting)",Wikipedia match,"collecting, faculty"
SS33,Adhesive faculty derangement pattern,"Adhesive, also known as glue, cement, mucilage, or paste, is any non-metallic substance applied to one or both surfaces of two separate items that binds them together and resists their separation. (Source: Adhesive)",Wikipedia match,"adhesive, faculty"
SS34,Assimilation faculty derangement pattern,No reliable medical information found from available sources,No match,"assimilation, faculty"
SS35,Absorptive faculty derangement pattern,No reliable medical information found from available sources,No match,"absorptive, faculty"
SS36,Retentive faculty derangement pattern,No reliable medical information found from available sources,No match,"retentive, faculty"
SS37,Digestive faculty derangement pattern,"Gastrointestinal diseases refer to diseases involving the gastrointestinal tract, namely the esophagus, stomach, small intestine, large intestine and rectum; and the accessory organs of digestion, the liver, gallbladder, and pancreas. (Source: Gastrointestinal disease)",Wikipedia match,"digestive, faculty"
SS38,Expulsive faculty derangement pattern,"PubMed findings: Clinical features, management, and outcomes of expulsive choroidal hemorrhage during cataract surgery: 13-year experience of a tertiary eye center.",PubMed match,"expulsive, faculty"
SS39,Growth faculty derangement pattern,PubMed findings: Nephrogenic Diabetes Insipidus: Three Decades of Clinical Reality. | Clinical and genetic characterization of Weaver syndrome: A case report of an EZH2 mutation and review of the literature.,PubMed match,"growth, faculty"
SS3A,Reproductive faculties derangement pattern,A reproductive system disease is any disease of the human reproductive system. (Source: Reproductive system disease),Wikipedia match,"reproductive, faculties"
SS3B,Vital faculty derangement pattern,No reliable medical information found from available sources,No match,"vital, faculty"
SS3C,Psychic faculties derangement pattern,"A psychic is a person who claims to use powers rooted in parapsychology, such as extrasensory perception (ESP), to identify information hidden from the normal senses, particularly involving telepathy or clairvoyance; or who performs acts that are apparently inexplicable by natural laws, such as psychokinesis or teleportation. Although many people believe in psychic abilities, the scientific consensus is that there is no proof of the existence of such powers, and describes the practice as pseudoscience. (Source: Psychic)",Wikipedia match,"psychic, faculties"
SS3D,Debility of organs pattern,"In a multicellular organism, an organ is a collection of tissues joined in a structural unit to serve a common function. In the hierarchy of life, an organ lies between tissue and an organ system. (Source: Organ (biology))",Wikipedia match,"debility, organs"
SS3E,Innate heat weakness pattern,"Vital heat, also called innate or natural heat, or calidum innatum, is a term in Ancient Greek medicine and philosophy that has generally referred to the heat produced within the body, usually the heat produced by the heart and the circulatory system. Vital heat was a somewhat controversial subject because it was formerly believed that heat was acquired by an outside source such as the element of fire. (Source: Vital heat)",Wikipedia match,"innate, heat"
SS3F,Disruption of innate heat pattern,No reliable medical information found from available sources,No match,"disruption, innate"
SS3G,Weakness of psychic spirit pattern,"Weakness is a symptom of many different medical conditions. The causes are many and can be divided into conditions that have true or perceived muscle weakness. True muscle weakness is a primary symptom of a variety of skeletal muscle diseases, including muscular dystrophy and inflammatory myopathy. (Source: Weakness)",Wikipedia match,"weakness, psychic"
SS3H,Weakness of natural spirit pattern,"Weakness is a symptom of many different medical conditions. The causes are many and can be divided into conditions that have true or perceived muscle weakness. True muscle weakness is a primary symptom of a variety of skeletal muscle diseases, including muscular dystrophy and inflammatory myopathy. (Source: Weakness)",Wikipedia match,"weakness, natural"
SS3J,Weakness of vital spirit pattern,"Weakness is a symptom of many different medical conditions. The causes are many and can be divided into conditions that have true or perceived muscle weakness. True muscle weakness is a primary symptom of a variety of skeletal muscle diseases, including muscular dystrophy and inflammatory myopathy. (Source: Weakness)",Wikipedia match,"weakness, vital"
SS3Y,power derangement patterns,"In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
SS3Z,"Power derangement patterns (TM2),","In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
SS4Y,power derangement and chronic accumulation patterns,"In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
SS4Z,"Power derangement and chronic accumulation patterns (TM2),","In combinatorial mathematics, a derangement is a permutation of the elements of a set in which no element appears in its original position. In other words, a derangement is a permutation that has no fixed points. (Source: Derangement)",Wikipedia match,"power, derangement"
,Body constitution and temperament patterns,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"body, constitution"
,Constitution patterns,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"constitution, patterns"
SS50,Vata constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"vata, constitution"
SS51,Pitta constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"pitta, constitution"
SS52,Kapha constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"kapha, constitution"
SS53,Vata-Pitta constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"vata-pitta, constitution"
SS54,Pitta-Kapha constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"pitta-kapha, constitution"
SS55,Kapha-Vata constitution pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"kapha-vata, constitution"
SS56,Body constitution with a predominance of all three dosha pattern,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"body, constitution"
SS57,Vaḷi body constitution pattern,PubMed findings: Diagnostic Value of Clinical Pelvimetry and Sonopelvimetry in Determining Mode of Delivery in Nulliparous Women.,PubMed match,"vaḷi, body"
SS58,Aẕal body constitution pattern,"PubMed findings: Alumni, radiographers, clinical placement tutors and industry insights about current radiographers practice, competences and autonomy in western Switzerland.",PubMed match,"aẕal, body"
SS59,Aiyam body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"aiyam, body"
SS5A,Vaḷi-predominant Aẕal body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"vaḷi-predominant, aẕal"
SS5B,Vaḷi-predominant Aiyam body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"vaḷi-predominant, aiyam"
SS5C,Aẕal-predominant Vaḷi body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"aẕal-predominant, vaḷi"
SS5D,Aẕal-predominant Aiyam body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"aẕal-predominant, aiyam"
SS5E,Aiya-predominant Aẕal body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"aiya-predominant, aẕal"
SS5F,Aiya-predominant Vaḷi body constitution pattern,"PubMed findings: Predictors of one-year interstitial lung disease progression in patients with interstitial pneumonia with autoimmune features: a single-center, prospective study.",PubMed match,"aiya-predominant, vaḷi"
SS5Y,constitution patterns,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"constitution, patterns"
SS5Z,"Constitution patterns (TM2),","A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"constitution, patterns"
,Personality patterns,"Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, patterns"
SS60,"Personality with a calm, composed mindset","Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, a"
SS61,"Personality with an agitated, reactive mindset","Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, an"
SS62,"Personality with a confused, negative mindset","Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, a"
SS6Y,personality patterns,"Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, patterns"
SS6Z,"Personality patterns (TM2),","Personality disorders (PD) are a class of mental health conditions characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating from those accepted by the culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. (Source: Personality disorder)",Wikipedia match,"personality, patterns"
,Temperament based patterns,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"temperament, based"
SS70,Human temperament pattern,Diseases are often known to be medical conditions that are associated with specific signs and symptoms. (Source: Disease),Wikipedia match,"human, temperament"
SS71,Temperament according to age pattern,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"temperament, according"
SS72,Dam predominant temperament pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"dam, predominant"
SS73,Ṣafrā’ predominant temperament pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"ṣafrā’, predominant"
SS74,Balgham predominant temperament pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"balgham, predominant"
SS75,Sawdā’ predominant temperament pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"sawdā’, predominant"
SS7Y,temperament based patterns,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"temperament, based"
SS7Z,"Temperament based patterns (TM2),","In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"temperament, based"
,Age dependent patterns,A common-law spouse who is financially supported by their partner may also be included in this definition. (Source: Dependant),Wikipedia match,"age, dependent"
SS80,Kapha predominant age pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"kapha, predominant"
SS81,Pitta predominant age pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"pitta, predominant"
SS82,Vata predominant age pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"vata, predominant"
SS83,Childhood age pattern,"A child is a human being between the stages of birth and puberty, or between the developmental period of infancy and puberty. The term may also refer to an unborn human being. (Source: Child)",Wikipedia match,"childhood, age"
SS84,Adult age pattern,"Acro–dermato–ungual–lacrimal–tooth syndrome is a rare genetic disease. It is an autosomal dominant form of ectodermal dysplasia, a group of disorders that affects the hair, teeth, nails, sweat glands, and extremities. (Source: Acro–dermato–ungual–lacrimal–tooth syndrome)",Wikipedia match,"adult, age"
SS85,Old age pattern,"Old age is the range of ages for people nearing and surpassing life expectancy. People of old age are called old people, the elderly, elders, senior citizens, seniors, or older adults. (Source: Old age)",Wikipedia match,"old, age"
SS86,Hot and moist predominant temperament age pattern,PubMed findings: Association Between Extreme Heat and Externalizing Symptoms in Pre- and Early Adolescence: Findings From the ABCD Study. | Effects of Gua Sha therapy on thoracolumbar fascia thickness and clinical outcomes of patients with chronic nonspecific low back pain: A randomized controlled trial.,PubMed match,"hot, moist"
SS87,Hot predominant temperament with lesser degree of moistness age pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"hot, predominant"
SS88,Cold and dry predominant temperament age pattern,"Cold is the presence of low temperature, especially in the atmosphere. In common usage, cold is often a subjective perception. (Source: Cold)",Wikipedia match,"cold, dry"
SS89,Cold predominant temperament with greater degree of dryness age pattern,"In music theory, a predominant chord is any chord which normally resolves to a dominant chord. Examples of predominant chords are the subdominant, supertonic, Neapolitan sixth and German sixth. (Source: Predominant chord)",Wikipedia match,"cold, predominant"
SS8Y,age dependent patterns,A common-law spouse who is financially supported by their partner may also be included in this definition. (Source: Dependant),Wikipedia match,"age, dependent"
SS8Z,"Age dependent patterns (TM2),",A common-law spouse who is financially supported by their partner may also be included in this definition. (Source: Dependant),Wikipedia match,"age, dependent"
ST00,Abnormal temperament pattern,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"abnormal, temperament"
ST01,Simple morbid temperament pattern,Diseases are often known to be medical conditions that are associated with specific signs and symptoms. (Source: Disease),Wikipedia match,"simple, morbid"
ST02,Simple abnormal temperament without substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"simple, abnormal"
ST03,Abnormal hot temperament pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, hot"
ST04,Abnormal cold temperament pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, cold"
ST05,Abnormal moist temperament pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, moist"
ST06,Abnormal dry temperament pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, dry"
ST07,Abnormal temperament associated with substance pattern,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"abnormal, temperament"
ST08,Abnormal hot temperament with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, hot"
ST09,Abnormal cold temperament with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, cold"
ST0A,Abnormal moist temperament with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, moist"
ST0B,Abnormal dry temperament with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, dry"
ST0C,Compound morbid temperament pattern,Diseases are often known to be medical conditions that are associated with specific signs and symptoms. (Source: Disease),Wikipedia match,"compound, morbid"
ST0D,Simple compound abnormal temperament pattern,No reliable medical information found from available sources,No match,"simple, compound"
ST0E,Simple hot and moist abnormal temperament pattern,No reliable medical information found from available sources,No match,"simple, hot"
ST0F,Simple hot and dry abnormal temperament pattern,No reliable medical information found from available sources,No match,"simple, hot"
ST0G,Simple cold and moist abnormal temperament pattern,"Cold is the presence of low temperature, especially in the atmosphere. In common usage, cold is often a subjective perception. (Source: Cold)",Wikipedia match,"simple, cold"
ST0H,Simple cold and dry abnormal temperament pattern,"Cold is the presence of low temperature, especially in the atmosphere. In common usage, cold is often a subjective perception. (Source: Cold)",Wikipedia match,"simple, cold"
ST0J,Compound abnormal temperament associated with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"compound, abnormal"
