Sr No.,NAMC_ID,NAMC_CODE,NAMC_term_DEVANAGARI,System,NAMC_TERM2,Tamil_term,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Definition
638,,,,Unani,,,637,F-35,انجماد الدم في المعدة,Injimād al-Dam fi’l Mi‘da,Coagulation of blood inside the stomach as a result of the rupture of blood vessels. It may cause syncope and tremors.
639,,,,Unani,,,638,F-36,انجماد اللبن في المعدة,Injimād al-Laban fi’l Mi‘da,"Coagulation of milk into the stomach due to predominance of coldness. It is characterized by severe irritation and syncope, sweating, cold extremities, spasm, breathlessness, flatulence, nausea, retention of urine and stool. When it is associated with rigors it is considered as a grave condition."
640,,,,Unani,,,639,F-37,تهلهل المعدة,Tahalhul al-Mi‘da,"A condition in which there is weakness and laxity of the muscles of stomach due to repetitive illness, dietary disturbance, use of different drugs, increased nausea and vomiting. In this condition there is weakness of all the faculties of stomach i.e. digestive, absorptive, assimilative and expulsive faculties. The stomach is unable to perform its normal functions. Food is passed out in undigested form with difficulty. Sometimes purgatives and enema is given to patient for defecation."
641,,,,Unani,,,640,F-38,فواق,Fuwāq,"An involuntary upward movement of the muscles of stomach and diaphragm as a result of the injury and dryness of cardiac end of the stomach. It can also be secondary to other disease of the stomach. Depending on the involvement of humours it is of four types: <em>Fuwāq Damawī</em> (sanguineous), <em>Balghamī</em> (phlegmatic), <em>Ṣafrāwī</em> (bilious) and <em>Sawdāwī</em> (melancholic)."
642,,,,Unani,,,641,F-38.1,فواق ريحي,Fuwāq Rīḥī,"A type of hiccough that can be due to the retention of <em>Rīḥ</em> (gases) on the cardiac end of stomach, muscles of stomach and oesophagus. It produces spasm and stimulation. The condition usually occurs in infants."
643,,,,Unani,,,642,F-39,انقلاب المعدة,Inqilāb al-Mi‘da,A condition in which food from the stomach expels from the mouth by vomiting rather than the normal passage through the intestines. This condition is caused due to the duodenal and jejunal ulcers.
644,,,,Unani,,,643,F-40,كرب المعدة,Karb al-Mi‘da,"A type of distressing pain of stomach which is usually accompanied with nausea, vertigo and palpitation. It is caused by the irritant material that infiltrates the muscles of stomach."
645,,,,Unani,,,644,F-41,اختلاج المعدة,Ikhtilāj al-Mi‘da,The feeling of trembling movement of stomach similar to palpitation. It is caused by <em>Khilṭ Bārid</em> (cold humours) of the stomach either originated from the stomach or infiltrates from other organ. If this movement occurs at the cardiac end of stomach then the patient will feel palpitation and syncope with nausea and retching. In severe cases it involves brain and causes melancholia.
646,,,,Unani,,,645,F-42,وجع الفواد,Waja‘ al-Fuwād,Pain of the cardiac end of stomach which is felt on the anterior chest or upper abdomen.
647,,,,Unani,,,646,F-43,حرقة المعدة,Ḥurqa al-Mi‘da,"A severe type of burning sensation of the stomach. It is due to the intake of heavy diet, retention of unaltered fluids or pouring of black bile on the stomach."
648,,,,Unani,,,647,F-44,حكة المعدة,Ḥikka al-Mi‘da,A type of itching/tickling sensation of stomach. It can be due to accumulation of irritant humours in the stomach either originated from it or infiltrated from adjoining area. Another reason for this condition is the presence of eruptions on the gastric mucosa.
649,,,,Unani,,,648,F-45,استرخاء المعدة,Istirkhā’ al-Mi‘da,"A condition where tonicity of the muscles of stomach is lost. It is due to retention of fluid in the stomach, severe vomiting and diarrhoea. In this condition either the muscles of stomach become flaccid or the ligaments of stomach get flaccid."
650,,,,Unani,,,649,F-46,تشنج المعدة,Tashannuj al-Mi‘da,A spasmodic condition of stomach caused by <em>Tashannuj Imtilā’ī</em> (congestive spasm) or <em>Tashannuj Istifrāghī</em> (evacuative spasm) of the nerves and ligaments of stomach.
651,,,,Unani,,,650,F-47,صلابة المعدة/ جسأة المعدة,Ṣalāba al-Mi‘da/ Jus’a al-Mi‘da,"Hardening of gastric area due to the predominance of <em>Sawdā’</em> (black bile) on the stomach. There is hardness of abdomen on palpation. The condition is usually accompanied with nausea, vomiting, breathlessness, etc."
652,,,,Unani,,,651,F-48,تصغر المعدة,Taṣaghghur al-Mi‘da,"A condition in which the size of the stomach becomes small. It may be congenital or acquired . If congenital, there will be gastralgia after intake of large quantity of food right from childhood (gastric hypoplasia). Acquired type can be due to spasm of stomach or inflammation of adjoining organs."
653,,,,Unani,,,652,F-49,خرق المعدة,Kharq al-Mi‘da,Perforation of stomach due to ulcers which is usually fatal.
654,,,,Unani,,,653,F-50,ضعف الكبد,Ḍu‘f al-Kabid,"A disease in which all the four faculties of liver i.e. <em>Quwwat Hāḍima</em> (digestive power), <em>Quwwat Māsika</em> (assimilative power), <em>Quwwat Jādhiba</em> (absorptive power), <em>Quwwat Dāfi‘a</em> (expulsive power) or some of these faculties become weak. The causes of this type of weakness are the impaired temperament of liver or whole body, diseases of the adjoining organs like gall bladder, spleen, kidneys, uterus, intestines and lungs, diseases of the liver itself e.g. ulcers, congestion, cirrhosis, calculus, obstruction, etc."
655,,,,Unani,,,654,F-51,سوء مزاج كبد,Sū’ Mizāj-i-Kabid,"The impaired temperament of liver which is exclusively simple in nature and not <em>Māddī</em> (organic). It is of two types; single and compound. Single is subdivided into four type i.e. <em>Sū’ Mizāj Ḥārr</em>, <em>Sū’ Mizāj Bārid</em>, <em>Sū’ Mizāj Raṭb</em> and <em>Sū’ Mizāj Yābis</em>. Compound is again subdivided into four types i.e. <em>Sū’ Mizāj Ḥārr Raṭb</em>, </em>Sū’ Mizāj Ḥārr Yābis</em>, <em>Sū’ Mizāj Bārid Raṭb</em> and <em>Sū’ Mizāj Bārid Yābis</em>. According to the involvement of humours this compound type is subdivided in <em>Ṣafrāwī</em> (bilious), <em>Balghamī</em> (phlegmatic) and <em>Sawdāwī</em> (melancholic)."
656,,,,Unani,,,655,F-52,سدد الكبد,Sudad al-Kabid,"The obstruction of liver caused by strong <em>Quwwat Jādhiba</em> (absorptive faculty) and weak <em>Quwwat Dāfi‘a</em> (expulsive faculty). These factors lead to the accumulation of viscous humours in the liver which in turn causes the inflammation of liver henceforth the obstruction of liver. As a result of this, patient feels heaviness at the site of liver and becomes weak, pale and breathless. Urine will be colourless and stool becomes soft and colourless."
657,,,,Unani,,,656,F-53,نفخ ورياح الكبد,Nafkh wa Riyāḥ al-Kabid,"Collection of gaseous matter and thereby their condensation inside the liver parenchyma or in the layer covering the liver causes <em>Nafkh-i-Kabid</em>. Condensed vapours could not get dissolved because of their increased amount, obstruction of liver, or thickening of the membrane covering the liver."
658,,,,Unani,,,657,F-54,وجع الكبد/ كباد,Waja‘ al-Kabid/ Kubād,"Pain of liver which is caused by the morbid temperament and gaseous distension of membrane covering the liver. It can also be due to acute and chronic hepatitis, traumatic injury of liver, pustules, abscess and calculi of liver."
659,,,,Unani,,,658,F-55,شرقة الكبد,Sharqa al-Kabid,"A type of severe pain of liver which is caused by intake of cold water just after strenuous exercise, empty stomach or after <em>Ḥammām</em> (steam bath)."
660,,,,Unani,,,659,F-56,ورم الكبد,Waram al-Kabid,"Swelling of the liver that can be found either on convexity or concavity of the liver or the liver as a whole. This swelling according to the causative agents is of various types: <em>Damawī</em> (sanguineous), <em>Falghamūnī</em>, <em>Ṣafrāwī</em> (bilious), <em>Balghamī</em> (phlegmatic), <em>Ṣulb</em>, <em>Saraṭānī</em>, <em>Ghayr Saraṭānī</em> and <em>Rīḥī</em>."
661,,,,Unani,,,660,F-56.1,ورم الكبد صفراوي,Waram al-Kabid Ṣafrāwī,"Inflammation of liver due to predominance of <em>Ṣafrā’</em> (yellow bile). Its symptoms are serrate, rapid and consecutive pulse, pale face, cyanosed tongue, reddish urine, bilious vomitus and hyperpyrexia."
662,,,,Unani,,,661,F-56.2,ورم الكبد دموي,Waram al-Kabid Damawī,"Inflammation of liver due to predominance of blood in it. In this condition patient feels severe pain, mild heaviness, excessive thirst, fever, loss of appetite, vomiting, cold and clammy skin of the hands and legs, breathlessness, irritation at the site of liver, pulse bounding, large rapid, consecutive, face congested."
663,,,,Unani,,,662,F-56.3,ورم الكبد سوداوي,Waram al-Kabid Sawdāwī,"Inflammation of liver due to predominance of black bile and is characterised by heaviness, loss of appetite, dark face, dry tongue and blackish urine."
664,,,,Unani,,,663,F-56.4,ورم الكبد بلغمي,Waram al-Kabid Balghamī,"Inflammation of liver due to predominance of phlegm in it and characterised by heaviness, oedematous face and slow feeble pulse."
665,,,,Unani,,,664,F-56.5,ورم الكبد صلب سرطاني,Waram al-Kabid Ṣulb Saraṭānī,Inflammation of liver marked by severe pain with loss of appetite.
666,,,,Unani,,,665,F-57,ضربة و سقطة الكبد,Ḍarba wa Saqṭa al-Kabid,Injury of liver in which it becomes swollen and in severe cases bleeding occurs through vomiting and purgation.
667,,,,Unani,,,666,F-58,تبثر الكبد,Tabaththur al-Kabid,A very rare condition in which eruptions appear on the surface of liver. Its cause is the accumulation of <em>Ṣafrā’</em> (yellow bile) on its surface which causes irritation and burning.
668,,,,Unani,,,667,F-59,تصغر الكبد/ صغار الكبد/ ضمور الكبد,Taṣaghghur al-Kabid/ Ṣughār al-Kabid/ Ḍumūr al-Kabid,A condition in which the size of the liver decreases. Due to this condition liver is unable to perform its metabolic functions and the diet or food which reaches there from stomach remains as it is and causes pain due to distension and diarrhoea. This condition can be congenital (hepatic hypoplasia) as well as acquired. The patients suffering from this condition are diagnosed by the shortening of the fingers and thinning of the blood vessels.
669,,,,Unani,,,668,F-60,عظم الكبد,‘Iẓam al-Kabid,"A condition in which the size of liver increases without inflammation. It does not affect the functions of the liver. This condition usually occurs in tropical countries where there is an increased incidence of malaria. It is sometimes associated with phthisis, tuberculosis and diabetes."
670,,,,Unani,,,669,F-61,خفقة الكبد,Khafqa al-Kabid,"The feeling of trembling movement of the liver due to obstruction of vessels passing through porta hepatis in the liver. In this condition, the liver becomes distended causing severe pain."
671,,,,Unani,,,670,F-62,انشقاق الكبد/ انفجار الكبد,Inshiqāq al-Kabid/ Infijār al-Kabid,Tearing of liver parenchyma and its vessels. In mild cases patient survives but in severe cases it is usually fatal. Bleeding occurs through urine and purgation.
672,,,,Unani,,,671,F-63,صلابة الكبد,Ṣalāba al-Kabid,The consolidation of liver which results after the chronic inflammation of liver and thereby fibrosis. This fibrotic area pressurises porta hepatis and vessels of liver making it difficult for the flow of blood and bile. Due to this liver becomes weak. The patient of this condition suffers from haematemesis and rectal bleeding.
673,,,,Unani,,,672,F-64,دبيلة الكبد,Dubayla al-Kabid,"An abscess of liver resulting from its acute inflammation. When this inflammation does not subside, it gets suppurated. It is usually accompanied with loss of appetite, restlessness, high fever, pain, redness of face and eyes and irritation of liver."
674,,,,Unani,,,673,F-65,حصاة الكبد,Ḥaṣā al-Kabid,"A condition in which calculi are formed within the liver. In this condition patient suffers from vomiting after complete digestion of food, irritation, pain and heaviness at the site of liver."
675,,,,Unani,,,674,F-66,سوء القنية,Sū’ al-Qinya,"Derangement of the temperament of liver which makes it unable to form normal blood. This condition leads to ascites. The condition is characterized by changes in the body colour, swelling of eyes and body, impaired digestion, altered appetite, irregular bowels, disturbed sleep, increased flatulence, decreased healing process and fatigue. It is a serious humoral disease which is difficult to treat. This disease is caused by the impaired function of liver either of the liver itself or due to association with other diseases."
676,,,,Unani,,,675,F-67,فساد الدم,Fasād al-Dam,"Chronic abnormality of blood which affects the nutrition of the skin and produces various changes in it e.g. pigmentation, discolouration, melasma, etc."
677,,,,Unani,,,676,F-68,فقر الدم,Faqr al-Dam,Anaemia
678,,,,Unani,,,677,F-69,استسقاء,Istisqā’,Collection of fluid in the organs and their cavities.
679,,,,Unani,,,678,F-69.1,استسقاء لحمي,Istisqā’ Laḥmī,A type of swelling of the body due to cachexia. It is a generalized and massive oedema of the body.
680,,,,Unani,,,679,F-69.2,استسقاء طبلي,Istisqā’ Ṭablī,Collection of condensed gases or mixed fluid in the abdominal cavity. It is caused due to impaired digestive function of the body.
681,,,,Unani,,,680,F-69.3,استسقاء زقي,Istisqā’ Ziqqī,Collection of fluid in the peritoneal cavity. It is due to increased transudation from portal vein.
682,,,,Unani,,,681,F-70,يرقان اصفر,Yarqān Aṣfar,"Yellow discoloration of eyes and skin. It is due to the accumulation of uninfected yellow bile towards skin. Excessive bile in the body can be due to increased production of bile in the liver for any reason or obstruction in the passage of bile from the gall bladder at any point from liver to intestines. It is characterized by fever, nausea, bilious vomiting, heaviness at the site of liver, excessive thirst, foetid breath, constipation. According to causes it is subdivided into different types: <em>Yarqān Suddī</em> (obstructive jaundice), <em>Yarqān Waramī</em> (hepatitis jaundice), <em>Yarqān Ghalayānī</em> (haemolytic jaundice), <em>Yarqān Sammī</em> (epidemic jaundice), <em>Yarqān Buḥrānī</em> (critical jaundice)."
683,,,,Unani,,,682,F-71,يرقان اسود,Yarqān Aswad,"Blackish discoloration of the skin. It is due to the impaired function of spleen. It is characterized by blackish discolouration of urine and stool, tightening of the skin and abdomen, heaviness of the abdomen and sometimes discoloration of sweat."
684,,,,Unani,,,683,F-72,سوء مزاج طحال,Sū’ Mizāj-i-Ṭiḥāl,"Impaired temperament of spleen like other organs. It can be simple as well as compound. Simple type can be subdivided into <em>Ḥārr</em>, <em>Bārid</em>, <em>Yābis</em>, and <em>Raṭb</em>. Compound can be <em>Ḥārr Yābis</em>, <em>Ḥārr Raṭb</em>, <em>Bārid Yābis</em>, and <em>Bārid Raṭb</em>. When this involves humour it is divided into <em>Damawī</em> (sanguineous), <em>Ṣafrāwī</em> (bilious), <em>Balghamī</em> (phlegmatic) and <em>Sawdāwī</em> (melancholic)."
685,,,,Unani,,,684,F-73,ورم و صلابة الطحال,Waram wa Ṣalāba al-Ṭiḥāl,"Inflammation and consolidation of spleen. According to <em>Ibn Sina</em> inflammation rarely occurs in spleen but when the inflammation occurs and gets prolonged it causes consolidation of spleen. According to the involvement of humours it is divided into <em>Damawī</em> (sanguineous), <em>Balghamī</em> (phlegmatic) and <em>Ṣafrāwī</em> (bilious). The symptoms are the same as in case of humoral predominance."
686,,,,Unani,,,685,F-74,عظم الطحال,‘Iẓam al-Ṭiḥāl,"Enlargement of spleen. According to Hippocrates, spleen becomes palpable when the size of spleen increases by double or triple. As a result of this enlargement, bad chyme is produced from the spleen."
687,,,,Unani,,,686,F-75,تقيح الطحال,Taqayyuḥ al-Ṭiḥāl,Formation of pus in the spleen. This condition comes after the inflammation of spleen. It is characterized by severe pain and irritation at the site of spleen.
688,,,,Unani,,,687,F-76,نفخ و رياح الطحال,Nafkh wa Riyāḥ al-Ṭiḥāl,Accumulation of gases in the spleen and its covering layer formed due to the cold impaired temperament and excessive black bile. It causes pain and heaviness on the left hypochondriac region.
689,,,,Unani,,,688,F-77,ضعف الطحال,Ḍu‘f al-Ṭiḥāl,"Weakness of the faculties of spleen which can be due to splenic abscess, inflammation and wounds. If <em>Quwwat Jādhiba</em> (absorptive faculty) is weak it is characterized by loss of appetite, blackening of sclera, blackish discoloration of face and black jaundice.If it is due to the weakness of <em>Quwwat Māsika</em> (assimilative faculty), excretion of undigested black bile from spleen causes nausea, bilious vomiting and bilious purgation.If it is due to the weakness of <em>Quwwat Hāḍima</em> (digestive faculty), there may be false appetite or canine appetite, melancholic purgation, elephantiasis and varicose veins. If it is due to weakness of <em>Quwwat Dāfi‘a</em> (expulsive faculty) there will be splenitis, splenomegaly and infected black bile may cause melancholic fever."
690,,,,Unani,,,689,F-78,سدد الطحال,Sudad al-Ṭiḥāl,"It is the obstruction within spleen that can be of three types according to the cause i.e. <em>Sudda Rīḥī</em> (gaseous obstruction), <em>Sudda Khilṭī</em> (humoral obstruction) and <em>Sudda Waramī</em> (inflammatory obstruction). <em>Sudda Khilṭī</em> causes heaviness without inflammatory signs. <em>Sudda Rīḥī</em> causes severe distension but no heaviness. <em>Sudda Waramī</em> causes inflammatory signs and symptoms."
691,,,,Unani,,,690,F-79,حصاة الطحال,Ḥaṣā al-Ṭiḥāl,Presence of calculus in spleen which is a rare condition. It is characterized by pain of piercing nature and irritation in spleen.
692,,,,Unani,,,691,F-80,وجع الطحال,Waja‘ al-Ṭiḥāl,"Pain in the spleen that can be due to impaired temperament of spleen, injury and inflammation of spleen. It is usually associated with splenomegaly."
693,,,,Unani,,,692,F-81,امراض عنق الطحال,Amrāḍ ‘Unuq al-Ṭiḥāl,"This includes acute inflammation, congestion, haemorrhage, pancreatomegaly, carcinoma, decrease in the size or weakness, consolidation, softening, impaired structure, tumour and calculi."
694,,,,Unani,,,693,F-82,زلق الامعاء,Zalq al-Am‘ā’,A condition where food is passed on towards intestines in undigested form. The condition is due to the loss of assimilative power of intestine.
695,,,,Unani,,,694,F-83,اسهال,Ishāl,"The passage of loose stools. It can be due to the involvement of contaminated food, air and diseased organs."
696,,,,Unani,,,695,F-83.1,اسهال غذائي,Ishāl Ghidhā’ī,"A type of <em>Ishāl</em> that can be due to decreased intake of food, excessive intake of food unwillingly. It can also be caused by the altered quality of food, sternuous exercise after meals, excessive intake of water after meals and intake of infected and irritant foods."
697,,,,Unani,,,696,F-83.2,اسهال هوائي/ اسهال وبائي,Ishāl Hawā’ī/ Ishāl Wabā’ī,A type of loose stools that occur due to the exposure of hot and cold climate or by the polluted air.
698,,,,Unani,,,697,F-83.3,اسهال المدة,Ishāl al-Midda,"Passage of pus with loose stools due to the rupture of abscesses of any internal organs e.g. stomach, liver, etc. Sometimes this pus comes from the intestinal ulcers."
699,,,,Unani,,,698,F-83.4,اسهال الدم,Ishāl al-Dam,Passage of blood with loose stool. When this blood comes from liver it is known as <em>Dhūsanṭāriya Kabidī</em> and if it comes from intestines it is known as <em>Dhūsanṭāriya Mi‘wī</em>.
700,,,,Unani,,,699,F-83.5,اسهال دماغي,Ishāl Dimāghī,The cause of this type of loose stools is the infiltration of <em>Nazla</em> (catarrhal fluids) towards the stomach from the brain due to its cold or hot impaired temperament.
701,,,,Unani,,,700,F-83.6,اسهال كبدي كيلوسي,Ishāl Kabidī Kaylūsī,"The passage of chylous stools due to the weakness, obstruction and inflammation of liver and mesenteries."
702,,,,Unani,,,701,F-83.7,اسهال كبدي غسالي,Ishāl Kabidī Ghusālī,The passage of loose stools similar to wash water of meat due to the weakness of the <em>Quwwat Hāḍima</em> (digestive faculty) of the liver because of abnormal <em>Burūdat</em> (coldness).
703,,,,Unani,,,702,F-83.8,اسهال كبدي صفراوي,Ishāl Kabidī Ṣafrāwī,Passing of bilious loose stools due to hot impaired temperament of liver. The condition should not be checked immediately as this will prove fatal or may lead to ascites.
704,,,,Unani,,,703,F-83.9,اسهال كبدي صديدي,Ishāl Kabidī Ṣadīdī,Passage of pus in the loose stools due to inflammation and abscess of liver.
705,,,,Unani,,,704,F-83.10,اسهال كبدي خاثري و دردي,Ishāl Kabidī Khāthirī-o-Durdī,Passage of sediments in loose stools due to the rupture of liver abscess.
706,,,,Unani,,,705,F-83.11,اسهال مراري,Ishāl Marārī,Passage of bilious loose stools due to the involvement of gall bladder.
707,,,,Unani,,,706,F-83.12,اسهال طحالي,Ishāl Ṭiḥālī,Passage of loose stools due to the involvement of spleen.
708,,,,Unani,,,707,F-83.13,اسهال معوي رطوبي,Ishāl Mi‘wī Ruṭūbī,Passage of loose stools due to the predominance of <em>Ruṭūbat</em> (wetness) in the intestines.
709,,,,Unani,,,708,F-83.14,اسهال معوي بثوري,Ishāl Mi‘wī Buthūrī,Passing of loose stools due to the intestinal eruptions.
710,,,,Unani,,,709,F-83.15,اسهال معوي صفراوي,Ishāl Mi‘wī Ṣafrāwī,Passing of loose stools due to the predominance of <em>Ṣafrā’</em> (yellow bile) in the intestines.
711,,,,Unani,,,710,F-83.16,اسهال معوي سوداوي,Ishāl Mi‘wī Sawdāwī,Passing of loose stools due to the predominance of <em>Sawdā’</em> (black bile) in the intestines.
712,,,,Unani,,,711,F-83.17,اسهال الاطفال,Ishāl al-Aṭfāl,"Infants passing loose stools during their teething period. This is due to inflammation of gums and thereby mixing of inflammatory exudates in the milk. This is the diversion of medicatrix naturae towards the growth of teeth, because of which digestive functions are affected."
713,,,,Unani,,,712,F-83.18,اسهال معدي,Ishāl Mi‘dī,Passage of loose stools because of the involvement of stomach.
714,,,,Unani,,,713,F-83.19,اسهال سحجي دموي,Ishāl Saḥjī Damawī,Passing of loose stools with blood due to abrasion of intestines.
715,,,,Unani,,,714,F-83.20,اسهال سحجي مخاطي,Ishāl Saḥjī Mukhāṭī,Passing of loose stools with mucous due to abrasion of intestines.
716,,,,Unani,,,715,F-83.21,اسهال سحجي قشارى و خراطي,Ishāl Saḥjī Qushārī-o-Khurāṭī,Passing of loose stools with scraps due to abrasion of intestines.
717,,,,Unani,,,716,F-83.22,اسهال سحجي مدى و صديدي,Ishāl Saḥjī Middī-o-Ṣadīdī,Passing of loose stools with pus due to abrasion of intestines.
718,,,,Unani,,,717,F-83.23,اسهال سحجي زبدي,Ishāl Saḥjī Zubdī,Passing of loose stools with froth due to the abrasion of intestines.
719,,,,Unani,,,718,F-83.24,اسهال سحجي مري,Ishāl Saḥjī Mirrī,Passing of loose stools with yellow bile due to the abrasion of intestines.
720,,,,Unani,,,719,F-84,ضعف الامعاء,Ḍu‘f al-Am‘ā’,"When the sensitivity of intestine is increased or retentive power is lost, there is involuntary passage of loose stools. The condition may occur due to weakness of the nerves supplying the intestines or accumulation of melancholic humours."
721,,,,Unani,,,720,F-85,ذرب و خلفہ,Dharab-o-Khilfa,<em>Dharab</em> is a chronic illness in which there are continuous loose stools. <em>Khilfa</em> is a condition in which food does not stay in the stomach but is passed undigested from the stomach in one and more than one bowel.
722,,,,Unani,,,721,F-86,سحج و قروح الامعاء,Saḥj wa Qurūḥ al-Am‘ā’,"<em>Saḥj</em> is the abrasion of the inner most layer of intestine. It can be due to: 1. Infiltration of yellow bile, saline phlegm and black bile into intestines. 2. Passage of hard stools from the intestines. 3. Use of irritant or erosive drugs. 4. Use of drastic purgatives. Depending on the involvement of humours it is divided into <em>Damawī</em> (Sanguineous), <em>Ṣafrāwī</em> (bilious), <em>Sawdāwī</em> (melancholic) and <em>Balghamī</em> (phlegmatic)."
723,,,,Unani,,,722,F-87,ذوسنطاريہ كبديہ,Dhūsanṭāriya Kabidiyya,"Passing of blood mixed with stools. It can be due to congestion, injury, inflammation or rupture of vessels of liver. In this condition patient usually feels no pain or mild pain with fresh bleeding. In this bleeding occurs in episodes. Patient becomes emaciated after sometime. It is also known as <em>Ishāl Kabidī</em>."
724,,,,Unani,,,723,F-88,ذوسنطاريہ معويہ,Dhūsanṭāriya Mi‘wiyya,It is the passing of blood mixed stools from the intestines due to its ulceration. This condition is usually very painful. Patient becomes emaciated after a long time. It is also known as <em>Ishāl Mi‘wī</em>.
725,,,,Unani,,,724,F-89,زحير,Zaḥīr,"An abnormal movement of rectum in which there is frequent passage of stools with or without blood associated with tenesmus and spasm of the intestine leading to the rupture of intestinal blood vessels. In this condition there is a passage of mucous with blood in stool. It is of two types: 1. <em>Zaḥīr Kādhib</em> / <em>Bāṭil</em>: An abnormal movement of the rectum to expel that dry stool which is accumulated in the sigmoid colon of small intestine. 2. <em>Zaḥīr Ṣādiq</em>: An abnormal movement of rectum to expel the infiltrated yellow bile and saline phlegm from it. Inflammation of rectum is also one of the causes of this abnormal movement. As per the causative factor it is divided into <em>Ṣafrāwī</em> (bilious), <em>Balghamī</em> (phlegmatic) and <em>Riḥī</em>."
726,,,,Unani,,,725,F-89.1,زحير ورمي,Zaḥīr Waramī,A type of dysentery that is caused by the inflammation of rectum.
727,,,,Unani,,,726,F-89.2,زحير وبائي,Zaḥīr Wabā’ī,A type of dysentery that is caused by the polluted air or water.
728,,,,Unani,,,727,F-89.3,زحير ايذائي,Zaḥīr Īdhā’ī,A type of dysentery that is caused as a result of the injury of the rectum.
729,,,,Unani,,,728,F-89.4,زحير الاطفال,Zaḥīr al-Aṭfāl,A type of dysentery that usually occurs in infants due to cold and sometimes due to the predominance of <em>Ṣafrā’</em> ( yellow bile).
730,,,,Unani,,,729,F-90,مغص,Maghṣ,"Gripping pain of intestines which usually occurs in small intestine. The intensity of pain is less than that of colic. It can be due to inflammation, condensed gases, yellow bile, phlegm, black bile, dry stool, worm infestation and critical condition of the body. According to causes it is classified into <em>Maghṣ Ṣafrāwī</em> (bilious tenesmus), <em>Maghṣ Sawdāwī</em> (melancholic tenesmus), <em>Maghṣ Balghamī</em> (phlegmatic tenesmus), <em>Maghṣ Rīḥī</em> (gaseous tenesmus), <em>Maghṣ Waramī</em> (inflammatory tenesmus), <em>Maghṣ Thuflī</em> (tenesmus due to dry stool), <em>Maghṣ Dīdānī</em> (helmenthic tenesmus) and <em>Maghṣ Buḥrānī</em> (tenesmus during crisis of disease)."
731,,,,Unani,,,730,F-90.1,مغص الاطفال,Maghṣ al-Aṭfāl,"Gripping pain of small intestines that occurs in infants. It is due to the weakness of stomach, excessive intake of milk or decrease in the quality of milk which lead to excessive production of gases. The accumulation of these gases in the intestines causes tension and pain."
732,,,,Unani,,,731,F-91,نفخ و قراقر,Nafkh-o-Qarāqir,<em>Nafkh</em> is the distension of stomach with gases. <em>Qarāqir</em> is the rumbling noise caused by the propulsion of gas through the intestines. Both conditions are due to excessive production of gases because of the impaired digestive function.
733,,,,Unani,,,732,F-92,قولنج,Qūlanj,"A type of severe pain of colon caused by intestinal obstruction. The obstruction can be in the form of gases, dry faecal matter or inflammation, etc. According to the causes and site of pain it is classified into many types."
734,,,,Unani,,,733,F-92.1,قولنج ورمي,Qūlanj Waramī,"When the cause of obstruction is inflammation of the intestines. Depending on the involvement of humours, it is divided into <em>Qūlanj Waramī Damawī</em> (sanguineous), <em>Qūlanj Waramī Balghamī</em> (phlegmatic), <em>Qūlanj Waramī Ṣafrāwī</em> (bilious) and <em>Qūlanj Waramī Sawdāwī</em> (melancholic)."
735,,,,Unani,,,734,F-92.2,قولنج ريحي,Qūlanj Rīḥī,A type of colic in which the intestinal obstruction is caused by condensed gases.
736,,,,Unani,,,735,F-92.3,قولنج التوائي,Qūlanj Iltiwā’ī,A type of colic caused by axial rotation of the loops of the intestines.
737,,,,Unani,,,736,F-92.4,قولنج فتقي,Qūlanj Fatqī,Colic due to intestinal obstruction caused by the herniation of intestine.
738,,,,Unani,,,737,F-92.5,قولنج دودي,Qūlanj Dūdī,Colic due to worm infestation.
739,,,,Unani,,,738,F-92.6,قولنج ثفلي,Qūlanj Thuflī,"In this type of colic, the intestinal obstruction is due to dried faecal matter."
740,,,,Unani,,,739,F-92.7,قولنج بلغمي,Qūlanj Balghamī,The most common type of colic in which intestinal obstruction is caused by viscous phlegmatic humour.
741,,,,Unani,,,740,F-92.8,قولنج تشنجي,Qūlanj Tashannujī,"A type of colic that occurs in grief, fear, exposure to cold environment, intake of ice and sometimes secondary to other diseases e.g. hysteria."
742,,,,Unani,,,741,F-92.9,قولنج رصاصي,Qūlanj Raṣāṣī,A type of colic that occurs because of lead poisoning.
743,,,,Unani,,,742,F-92.10,قولنج زائدي,Qūlanj Zā’idī,A type of colic that occurs because of the inflammation and obstruction of appendix.
744,,,,Unani,,,743,F-92.11,قولنج كبدي,Qūlanj Kabidī,A type of colic that is caused by the obstruction of hepatic duct due to calculi.
745,,,,Unani,,,744,F-92.12,قولنج مراري,Qūlanj Marārī,A type of colic that is caused by the inflammation and obstruction of gall bladder.
746,,,,Unani,,,745,F-92.13,قولنج كلوي,Qūlanj Kulwī,A type of colic that is caused by the obstruction of kidneys with calculi.
747,,,,Unani,,,746,F-92.14,قولنج معدي,Qūlanj Mi‘dī,A type of colic that is due to the spasm of stomach.
748,,,,Unani,,,747,F-92.15,قولنج نحاسي,Qūlanj Nuḥāsī,A type of colic due to copper poisoning.
749,,,,Unani,,,748,F-92.16,/قولنج مركبخناق معوي,Qūlanj Murakkab/Khunāq Mi‘wī,A type of colic caused by viscous humour or gases. This is the worst and most painful of all types. When it gets stabilized it leads to sudden death.
750,,,,Unani,,,749,F-92.17,قولنج وبائي,Qūlanj Wabā’ī,A type of colic that affects population at large.
